untucked	lacking tucks or not being tucked
turned	moved around an axis or center
inverted	being in such a position that top and bottom are reversed
overturned	having been turned so that the bottom is no longer the bottom
reversed	turned inside out and resewn
rotated	turned in a circle around an axis
wrong-side-out(p)	with the inside surface on the outside
unturned	not turned
right-side-out(p)	of fabric or clothing
right-side-up(p)	of objects having a top and bottom
typical	exhibiting the qualities or characteristics that identify a group or kind or category
emblematic	being or serving as an illustration of a type
representative	serving to represent or typify
regular(a)	often used as intensifiers
true	conforming to definitive criteria
atypical	not representative of a group, class, or type
unrepresentative	not exemplifying a class
underhand	with hand brought forward and up from below shoulder level
overhand	with hand brought forward and down from above shoulder level
round-arm	with the arm swung round at shoulder height
surface	on the surface
aboveground	on or above the surface of the ground
grade-constructed	constructed at ground level
opencast	(of mines and mining) worked from the exposed surface
subsurface	beneath the surface
belowground	under the level of the ground
submarine	beneath the surface of the sea
submerged	beneath the surface of the water
subterranean	being or operating under the surface of the earth
overhead	located or originating from above
elevated	raised above ground level
submersible	capable of being immersed in water or functioning while submerged
nonsubmersible	not submersible or submergible
tearful	filled with or marked by tears
liquid	filled or brimming with tears
misty-eyed	having eyes blurred as with tears
teary	with eyes full of tears
sniffly	liable to sniffle
weepy	liable to weep easily
tearless	free from tears
dry	not shedding tears
union	of trade unions
closed(a)	requiring union membership
organized	being a member of or formed into a labor union
nonunion	not belonging to or not allowing affiliation with a trade union
open(a)	not requiring union membership
unorganized	not affiliated in a trade union
uniparous	producing only one offspring at a time
multiparous	producing more than one offspring at a time
biparous	producing two offspring at a time
unipolar	having a single pole
bipolar	having two poles
Janus-faced	having or concerned with polarities or contrasts
united	characterized by unity
agreed	united by being of the same opinion
allied	united in a confederacy or league
amalgamate	joined together into a whole
coalescent	growing together, fusing
cohesive	cohering or tending to cohere
conjugate	joined together especially in a pair or pairs
conjunct	bound in close association
federate	united under a central government
incorporate	formed or united into a whole
in_league(p)	(usually followed by `with') united in effort as if in a league
one(a)	having the indivisible character of a unit
suprasegmental	pertaining to a feature of speech that extends over more than a single speech sound
tied	bound together by or as if by a strong rope
undivided	not parted by conflict of opinion
unpartitioned	not divided by partitions
unsegmented	having a body that is not divided into segments
divided	separated into parts or pieces
apart(p)	not living together as man and wife
bicameral	consisting of two chambers
bifid	divided into two lobes
bifurcate	resembling a fork
bifurcated	divided into or made up of two parts
bilocular	divided into or containing two cells or chambers
black-and-white	of a situation that is sharply divided into mutually exclusive categories
chambered	having compartmental chambers
cloven	used of hooves
dichotomous	divided or dividing into two sharply distinguished parts or classifications
disconnected	having been divided
disjointed	taken apart at the joints
disjunct	having deep constrictions separating head, thorax, and abdomen, as in insects
episodic	of writing or narration
four-pronged	having four prongs
many-chambered	having many chambers
metameric	having the body divided into successive metameres or segments, as in earthworms or lobsters
mullioned	of windows
partitioned	divided by partitions
pentamerous	divided into five parts
pronged	having prongs or tines
sectional	consisting of or divided into sections
segmental	divided or organized into speech segments or isolable speech sounds
split	being divided or separated
in_disagreement(p)	without agreement
subdivided	divided again after a first division, e.g. of a tract of land, divided into lots
three-pronged	having three prongs
torn	disrupted by the pull of contrary forces
trifid	divided into three lobes
two-pronged	having two prongs
adnate	of unlike parts or organs
connate	of similar parts or organs
univalve	used of mollusks, especially gastropods, as snails etc.
single-shelled	univalve
bivalve	used of mollusks having two shells (as clams etc.)
lamellibranch	bivalve
ascending(a)	moving or going or growing upward
acclivitous	sloping upward
ascendant	tending or directed upward
assurgent	growing or extending upward
assurgent	rising from the sea
scandent	used especially of plants
highflying(a)	moving upward or along at a considerable height
up(a)	extending or moving toward a higher place
descending(a)	coming down or downward
declivitous	sloping down rather steeply
degressive	going down by steps
descendant	going or coming down
down(a)	extending or moving from a higher to a lower place
downward-arching	curving downward
